Datum,DAX
10.08.1993,1865
11.08.1993,1865
12.08.1993,1904
13.08.1993,1906
16.08.1993,1912
17.08.1993,1910
18.08.1993,1935
19.08.1993,1938
20.08.1993,1922
23.08.1993,1888
24.08.1993,1897
25.08.1993,1917
26.08.1993,1901
27.08.1993,1904
30.08.1993,1921
31.08.1993,1944
01.09.1993,1918
02.09.1993,1925
03.09.1993,1925
06.09.1993,1910
07.09.1993,1885
08.09.1993,1885
09.09.1993,1880
10.09.1993,1861
13.09.1993,1872
14.09.1993,1880
15.09.1993,1860
16.09.1993,1855
17.09.1993,1881
20.09.1993,1912
21.09.1993,1925
22.09.1993,1893
23.09.1993,1916
24.09.1993,1885
27.09.1993,1912
28.09.1993,1913
29.09.1993,1907
30.09.1993,1915
01.10.1993,1912
04.10.1993,1923
05.10.1993,1972
06.10.1993,1987
07.10.1993,1997
08.10.1993,2005
11.10.1993,2011
12.10.1993,1998
13.10.1993,2001
14.10.1993,1990
15.10.1993,2015
18.10.1993,2033
19.10.1993,2026
20.10.1993,2042
21.10.1993,2034
22.10.1993,2066
25.10.1993,2074
26.10.1993,2058
27.10.1993,2043
28.10.1993,2038
29.10.1993,2069
01.11.1993,2062
02.11.1993,2095
03.11.1993,2084
04.11.1993,2062
05.11.1993,2012
08.11.1993,2010
09.11.1993,2022
10.11.1993,2023
11.11.1993,2023
12.11.1993,2015
15.11.1993,2049
16.11.1993,2071
18.11.1993,2085
19.11.1993,2077
22.11.1993,2030
23.11.1993,2027
24.11.1993,2029
25.11.1993,2047
26.11.1993,2047
29.11.1993,2043
30.11.1993,2057
01.12.1993,2089
02.12.1993,2110
03.12.1993,2120
06.12.1993,2118
07.12.1993,2115
08.12.1993,2148
09.12.1993,2175
10.12.1993,2161
13.12.1993,2172
14.12.1993,2149
15.12.1993,2110
16.12.1993,2137
17.12.1993,2151
20.12.1993,2178
21.12.1993,2182
22.12.1993,2197
23.12.1993,2222
27.12.1993,2253
28.12.1993,2242
29.12.1993,2214
30.12.1993,2266
03.01.1994,2267
04.01.1994,2253
05.01.1994,2233
06.01.1994,2220
07.01.1994,2211
10.01.1994,2233
11.01.1994,2228
12.01.1994,2209
13.01.1994,2164
14.01.1994,2141
17.01.1994,2137
18.01.1994,2113
19.01.1994,2134
20.01.1994,2116
21.01.1994,2075
24.01.1994,2080
25.01.1994,2126
26.01.1994,2119
27.01.1994,2125
28.01.1994,2133
31.01.1994,2177
01.02.1994,2179
02.02.1994,2184
03.02.1994,2151
04.02.1994,2138
07.02.1994,2079
08.02.1994,2107
09.02.1994,2085
10.02.1994,2118
11.02.1994,2090
14.02.1994,2116
15.02.1994,2115
16.02.1994,2136
17.02.1994,2128
18.02.1994,2151
21.02.1994,2119
22.02.1994,2107
23.02.1994,2127
24.02.1994,2090
25.02.1994,2074
28.02.1994,2091
01.03.1994,2067
02.03.1994,2020
03.03.1994,2037
04.03.1994,2060
07.03.1994,2108
08.03.1994,2124
09.03.1994,2116
10.03.1994,2141
11.03.1994,2103
14.03.1994,2145
15.03.1994,2165
16.03.1994,2172
17.03.1994,2175
18.03.1994,2155
21.03.1994,2131
22.03.1994,2141
23.03.1994,2161
24.03.1994,2161
25.03.1994,2130
28.03.1994,2161
29.03.1994,2168
30.03.1994,2147
31.03.1994,2133
05.04.1994,2158
06.04.1994,2191
07.04.1994,2201
08.04.1994,2203
11.04.1994,2225
12.04.1994,2210
13.04.1994,2209
14.04.1994,2198
15.04.1994,2200
18.04.1994,2228
19.04.1994,2172
20.04.1994,2182
21.04.1994,2196
22.04.1994,2213
25.04.1994,2202
26.04.1994,2243
27.04.1994,2253
28.04.1994,2251
29.04.1994,2245
02.05.1994,2268
03.05.1994,2252
04.05.1994,2249
05.05.1994,2235
06.05.1994,2237
09.05.1994,2218
10.05.1994,2235
11.05.1994,2243
13.05.1994,2258
16.05.1994,2271
17.05.1994,2259
18.05.1994,2267
19.05.1994,2247
20.05.1994,2249
24.05.1994,2198
25.05.1994,2158
26.05.1994,2130
27.05.1994,2140
30.05.1994,2118
31.05.1994,2127
01.06.1994,2129
03.06.1994,2148
06.06.1994,2163
07.06.1994,2135
08.06.1994,2145
09.06.1994,2129
10.06.1994,2133
13.06.1994,2105
14.06.1994,2074
16.06.1994,2054
17.06.1994,2050
20.06.1994,1968
21.06.1994,1983
22.06.1994,1994
23.06.1994,2022
24.06.1994,2005
27.06.1994,1988
28.06.1994,2018
29.06.1994,2046
30.06.1994,2025
01.07.1994,2036
04.07.1994,2054
05.07.1994,2032
06.07.1994,2035
07.07.1994,2043
08.07.1994,2050
11.07.1994,2065
12.07.1994,2048
13.07.1994,2054
14.07.1994,2055
15.07.1994,2093
18.07.1994,2098
19.07.1994,2128
20.07.1994,2138
21.07.1994,2113
22.07.1994,2150
25.07.1994,2136
26.07.1994,2151
27.07.1994,2140
28.07.1994,2122
29.07.1994,2146
01.08.1994,2153
02.08.1994,2186
03.08.1994,2198
04.08.1994,2183
05.08.1994,2184
08.08.1994,2184
09.08.1994,2164
10.08.1994,2160
11.08.1994,2155
12.08.1994,2124
15.08.1994,2138
16.08.1994,2143
17.08.1994,2162
18.08.1994,2153
19.08.1994,2149
22.08.1994,2123
23.08.1994,2107
24.08.1994,2126
25.08.1994,2152
26.08.1994,2161
29.08.1994,2193
30.08.1994,2210
31.08.1994,2212
01.09.1994,2200
02.09.1994,2204
05.09.1994,2174
06.09.1994,2165
07.09.1994,2163
08.09.1994,2172
09.09.1994,2185
12.09.1994,2154
13.09.1994,2136
14.09.1994,2124
15.09.1994,2113
16.09.1994,2118
19.09.1994,2096
20.09.1994,2078
21.09.1994,2079
22.09.1994,2073
23.09.1994,2089
26.09.1994,2068
27.09.1994,2058
28.09.1994,2068
29.09.1994,2043
30.09.1994,2011
04.10.1994,1994
05.10.1994,1968
06.10.1994,1961
07.10.1994,1960
10.10.1994,2024
11.10.1994,2071
12.10.1994,2077
13.10.1994,2082
14.10.1994,2105
17.10.1994,2090
18.10.1994,2084
19.10.1994,2051
20.10.1994,2069
21.10.1994,2022
24.10.1994,2025
25.10.1994,1974
26.10.1994,2020
27.10.1994,2013
28.10.1994,2040
31.10.1994,2071
01.11.1994,2069
02.11.1994,2042
03.11.1994,2051
04.11.1994,2067
07.11.1994,2043
08.11.1994,2053
09.11.1994,2096
10.11.1994,2082
11.11.1994,2078
14.11.1994,2089
15.11.1994,2110
17.11.1994,2102
18.11.1994,2100
21.11.1994,2105
22.11.1994,2074
23.11.1994,2033
24.11.1994,2055
25.11.1994,2051
28.11.1994,2058
29.11.1994,2044
30.11.1994,2048
01.12.1994,2046
02.12.1994,2038
05.12.1994,2071
06.12.1994,2046
07.12.1994,2055
08.12.1994,2042
09.12.1994,2028
12.12.1994,2024
13.12.1994,2011
14.12.1994,2024
15.12.1994,2052
16.12.1994,2070
19.12.1994,2075
20.12.1994,2079
21.12.1994,2086
22.12.1994,2100
23.12.1994,2094
27.12.1994,2106
28.12.1994,2109
29.12.1994,2077
30.12.1994,2106
02.01.1995,2079
03.01.1995,2074
04.01.1995,2072
05.01.1995,2062
06.01.1995,2053
09.01.1995,2059
10.01.1995,2051
11.01.1995,2061
12.01.1995,2071
13.01.1995,2055
16.01.1995,2085
17.01.1995,2083
18.01.1995,2078
19.01.1995,2089
20.01.1995,2055
23.01.1995,2026
24.01.1995,2018
25.01.1995,2026
26.01.1995,2030
27.01.1995,2031
30.01.1995,2035
31.01.1995,2021
01.02.1995,2048
02.02.1995,2045
03.02.1995,2057
06.02.1995,2089
07.02.1995,2092
08.02.1995,2087
09.02.1995,2112
10.02.1995,2130
13.02.1995,2116
14.02.1995,2133
15.02.1995,2135
16.02.1995,2115
17.02.1995,2117
20.02.1995,2101
21.02.1995,2097
22.02.1995,2093
23.02.1995,2118
24.02.1995,2118
27.02.1995,2099
28.02.1995,2102
01.03.1995,2126
02.03.1995,2118
03.03.1995,2109
06.03.1995,2070
07.03.1995,2053
08.03.1995,2025
09.03.1995,2001
10.03.1995,1994
13.03.1995,1999
14.03.1995,2000
15.03.1995,2010
16.03.1995,1992
17.03.1995,2005
20.03.1995,1991
21.03.1995,1982
22.03.1995,1982
23.03.1995,1936
24.03.1995,1925
27.03.1995,1946
28.03.1995,1910
29.03.1995,1918
30.03.1995,1918
31.03.1995,1922
03.04.1995,1930
04.04.1995,1965
05.04.1995,1969
06.04.1995,1979
07.04.1995,1981
10.04.1995,1972
11.04.1995,1993
12.04.1995,1988
13.04.1995,1986
18.04.1995,1965
19.04.1995,1951
20.04.1995,1955
21.04.1995,1976
24.04.1995,1976
25.04.1995,2006
26.04.1995,2029
27.04.1995,2026
28.04.1995,2015
02.05.1995,2035
03.05.1995,2028
04.05.1995,2044
05.05.1995,2023
08.05.1995,2024
09.05.1995,2039
10.05.1995,2059
11.05.1995,2078
12.05.1995,2096
15.05.1995,2086
16.05.1995,2110
17.05.1995,2095
18.05.1995,2087
19.05.1995,2065
22.05.1995,2083
23.05.1995,2080
24.05.1995,2105
26.05.1995,2077
29.05.1995,2067
30.05.1995,2087
31.05.1995,2092
01.06.1995,2126
02.06.1995,2136
06.06.1995,2146
07.06.1995,2141
08.06.1995,2130
09.06.1995,2121
12.06.1995,2119
13.06.1995,2115
14.06.1995,2128
16.06.1995,2119
19.06.1995,2141
20.06.1995,2136
21.06.1995,2143
22.06.1995,2148
23.06.1995,2139
26.06.1995,2130
27.06.1995,2122
28.06.1995,2096
29.06.1995,2106
30.06.1995,2083
03.07.1995,2092
04.07.1995,2114
05.07.1995,2105
06.07.1995,2121
07.07.1995,2153
10.07.1995,2179
11.07.1995,2201
12.07.1995,2199
13.07.1995,2214
14.07.1995,2184
17.07.1995,2199
18.07.1995,2192
19.07.1995,2182
20.07.1995,2184
21.07.1995,2201
24.07.1995,2197
25.07.1995,2229
26.07.1995,2240
27.07.1995,2234
28.07.1995,2229
31.07.1995,2218
01.08.1995,2220
02.08.1995,2241
03.08.1995,2240
04.08.1995,2235
07.08.1995,2243
08.08.1995,2237
09.08.1995,2221
10.08.1995,2218
11.08.1995,2232
14.08.1995,2208
15.08.1995,2227
16.08.1995,2252
17.08.1995,2260
18.08.1995,2263
21.08.1995,2269
22.08.1995,2258
23.08.1995,2263
24.08.1995,2262
25.08.1995,2249
28.08.1995,2241
29.08.1995,2231
30.08.1995,2240
31.08.1995,2238
01.09.1995,2233
04.09.1995,2250
05.09.1995,2264
06.09.1995,2277
07.09.1995,2267
08.09.1995,2273
11.09.1995,2260
12.09.1995,2270
13.09.1995,2295
14.09.1995,2299
15.09.1995,2317
18.09.1995,2301
19.09.1995,2311
20.09.1995,2305
21.09.1995,2287
22.09.1995,2211
25.09.1995,2208
26.09.1995,2227
27.09.1995,2185
28.09.1995,2171
29.09.1995,2187
02.10.1995,2205
04.10.1995,2217
05.10.1995,2208
06.10.1995,2171
09.10.1995,2168
10.10.1995,2138
11.10.1995,2145
12.10.1995,2158
13.10.1995,2196
16.10.1995,2191
17.10.1995,2201
18.10.1995,2194
19.10.1995,2179
20.10.1995,2170
23.10.1995,2107
24.10.1995,2113
25.10.1995,2150
26.10.1995,2131
27.10.1995,2096
30.10.1995,2146
31.10.1995,2167
01.11.1995,2163
02.11.1995,2183
03.11.1995,2181
06.11.1995,2165
07.11.1995,2174
08.11.1995,2172
09.11.1995,2192
10.11.1995,2172
13.11.1995,2175
14.11.1995,2197
15.11.1995,2186
16.11.1995,2200
17.11.1995,2201
20.11.1995,2218
21.11.1995,2205
22.11.1995,2193
23.11.1995,2192
24.11.1995,2198
27.11.1995,2238
28.11.1995,2242
29.11.1995,2245
30.11.1995,2242
01.12.1995,2260
04.12.1995,2252
05.12.1995,2260
06.12.1995,2267
07.12.1995,2263
08.12.1995,2267
11.12.1995,2272
12.12.1995,2289
13.12.1995,2277
14.12.1995,2285
15.12.1995,2284
18.12.1995,2266
19.12.1995,2235
20.12.1995,2262
21.12.1995,2265
22.12.1995,2280
28.12.1995,2275
29.12.1995,2253
02.01.1996,2284
03.01.1996,2329
04.01.1996,2324
05.01.1996,2331
08.01.1996,2323
09.01.1996,2349
10.01.1996,2338
11.01.1996,2329
12.01.1996,2356
15.01.1996,2359
16.01.1996,2376
17.01.1996,2371
18.01.1996,2380
19.01.1996,2398
22.01.1996,2390
23.01.1996,2384
24.01.1996,2423
25.01.1996,2443
26.01.1996,2432
29.01.1996,2446
30.01.1996,2435
31.01.1996,2470
01.02.1996,2459
02.02.1996,2452
05.02.1996,2419
06.02.1996,2428
07.02.1996,2446
08.02.1996,2430
09.02.1996,2411
12.02.1996,2428
13.02.1996,2433
14.02.1996,2427
15.02.1996,2423
16.02.1996,2429
19.02.1996,2398
20.02.1996,2382
21.02.1996,2391
22.02.1996,2412
23.02.1996,2451
26.02.1996,2442
27.02.1996,2444
28.02.1996,2472
29.02.1996,2473
01.03.1996,2501
04.03.1996,2487
05.03.1996,2479
06.03.1996,2466
07.03.1996,2480
08.03.1996,2469
11.03.1996,2407
12.03.1996,2435
13.03.1996,2426
14.03.1996,2426
15.03.1996,2458
18.03.1996,2463
19.03.1996,2493
20.03.1996,2485
21.03.1996,2504
22.03.1996,2504
25.03.1996,2510
26.03.1996,2499
27.03.1996,2525
28.03.1996,2508
29.03.1996,2485
01.04.1996,2489
02.04.1996,2501
03.04.1996,2494
04.04.1996,2495
09.04.1996,2503
10.04.1996,2530
11.04.1996,2509
12.04.1996,2511
15.04.1996,2545
16.04.1996,2538
17.04.1996,2524
18.04.1996,2535
19.04.1996,2536
22.04.1996,2545
23.04.1996,2550
24.04.1996,2538
25.04.1996,2532
26.04.1996,2537
29.04.1996,2506
30.04.1996,2505
02.05.1996,2502
03.05.1996,2457
06.05.1996,2468
07.05.1996,2479
08.05.1996,2472
09.05.1996,2469
10.05.1996,2468
13.05.1996,2496
14.05.1996,2519
15.05.1996,2528
17.05.1996,2537
20.05.1996,2550
21.05.1996,2570
22.05.1996,2556
23.05.1996,2560
24.05.1996,2542
28.05.1996,2558
29.05.1996,2551
30.05.1996,2527
31.05.1996,2542
03.06.1996,2532
04.06.1996,2546
05.06.1996,2552
07.06.1996,2557
10.06.1996,2558
11.06.1996,2546
12.06.1996,2568
13.06.1996,2567
14.06.1996,2548
17.06.1996,2546
18.06.1996,2549
19.06.1996,2554
20.06.1996,2539
21.06.1996,2540
24.06.1996,2566
25.06.1996,2572
26.06.1996,2573
27.06.1996,2551
28.06.1996,2561
01.07.1996,2564
02.07.1996,2572
03.07.1996,2568
04.07.1996,2577
05.07.1996,2583
08.07.1996,2551
09.07.1996,2562
10.07.1996,2567
11.07.1996,2575
12.07.1996,2544
15.07.1996,2550
16.07.1996,2469
17.07.1996,2497
18.07.1996,2506
19.07.1996,2520
22.07.1996,2482
23.07.1996,2475
24.07.1996,2447
25.07.1996,2465
26.07.1996,2470
29.07.1996,2477
30.07.1996,2457
31.07.1996,2473
01.08.1996,2494
02.08.1996,2508
05.08.1996,2520
06.08.1996,2522
07.08.1996,2531
08.08.1996,2538
09.08.1996,2525
12.08.1996,2528
13.08.1996,2539
14.08.1996,2538
15.08.1996,2546
16.08.1996,2548
19.08.1996,2562
20.08.1996,2560
21.08.1996,2543
22.08.1996,2557
23.08.1996,2555
26.08.1996,2552
27.08.1996,2558
28.08.1996,2563
29.08.1996,2560
30.08.1996,2543
02.09.1996,2532
03.09.1996,2510
04.09.1996,2532
05.09.1996,2529
06.09.1996,2517
09.09.1996,2548
10.09.1996,2570
11.09.1996,2566
12.09.1996,2570
13.09.1996,2595
16.09.1996,2629
17.09.1996,2628
18.09.1996,2625
19.09.1996,2624
20.09.1996,2646
23.09.1996,2627
24.09.1996,2638
25.09.1996,2658
26.09.1996,2666
27.09.1996,2659
30.09.1996,2651
01.10.1996,2655
02.10.1996,2676
04.10.1996,2683
07.10.1996,2702
08.10.1996,2691
09.10.1996,2702
10.10.1996,2680
11.10.1996,2686
14.10.1996,2693
15.10.1996,2728
16.10.1996,2714
17.10.1996,2716
18.10.1996,2734
21.10.1996,2729
22.10.1996,2718
23.10.1996,2699
24.10.1996,2678
25.10.1996,2674
28.10.1996,2703
29.10.1996,2673
30.10.1996,2678
31.10.1996,2659
01.11.1996,2683
04.11.1996,2671
05.11.1996,2691
06.11.1996,2729
07.11.1996,2713
08.11.1996,2739
11.11.1996,2728
12.11.1996,2734
13.11.1996,2773
14.11.1996,2777
15.11.1996,2795
18.11.1996,2763
19.11.1996,2764
20.11.1996,2774
21.11.1996,2772
22.11.1996,2763
25.11.1996,2799
26.11.1996,2810
27.11.1996,2797
28.11.1996,2817
29.11.1996,2845
02.12.1996,2858
03.12.1996,2886
04.12.1996,2866
05.12.1996,2909
06.12.1996,2791
09.12.1996,2857
10.12.1996,2891
11.12.1996,2841
12.12.1996,2847
13.12.1996,2799
16.12.1996,2855
17.12.1996,2815
18.12.1996,2820
19.12.1996,2807
20.12.1996,2854
23.12.1996,2845
27.12.1996,2852
30.12.1996,2888
02.01.1997,2848
03.01.1997,2859
06.01.1997,2881
07.01.1997,2886
08.01.1997,2906
09.01.1997,2892
10.01.1997,2933
13.01.1997,2954
14.01.1997,2948
15.01.1997,2988
16.01.1997,2993
17.01.1997,3001
20.01.1997,3030
21.01.1997,2976
22.01.1997,3028
23.01.1997,3033
24.01.1997,2998
27.01.1997,2994
28.01.1997,2989
29.01.1997,2999
30.01.1997,3017
31.01.1997,3035
03.02.1997,3062
04.02.1997,3067
05.02.1997,3098
06.02.1997,3104
07.02.1997,3138
10.02.1997,3184
11.02.1997,3187
12.02.1997,3216
13.02.1997,3229
14.02.1997,3248
17.02.1997,3232
18.02.1997,3276
19.02.1997,3233
20.02.1997,3196
21.02.1997,3184
24.02.1997,3184
25.02.1997,3233
26.02.1997,3237
27.02.1997,3276
28.02.1997,3259
03.03.1997,3263
04.03.1997,3320
05.03.1997,3364
06.03.1997,3417
07.03.1997,3376
10.03.1997,3436
11.03.1997,3460
12.03.1997,3415
13.03.1997,3349
14.03.1997,3359
17.03.1997,3350
18.03.1997,3291
19.03.1997,3315
20.03.1997,3264
21.03.1997,3298
24.03.1997,3321
25.03.1997,3349
26.03.1997,3418
27.03.1997,3429
01.04.1997,3295
02.04.1997,3301
03.04.1997,3215
04.04.1997,3244
07.04.1997,3312
08.04.1997,3329
09.04.1997,3359
10.04.1997,3351
11.04.1997,3340
14.04.1997,3279
15.04.1997,3327
16.04.1997,3353
17.04.1997,3383
18.04.1997,3344
21.04.1997,3347
22.04.1997,3340
23.04.1997,3395
24.04.1997,3397
25.04.1997,3374
28.04.1997,3363
29.04.1997,3383
30.04.1997,3438
02.05.1997,3460
05.05.1997,3528
06.05.1997,3568
07.05.1997,3551
09.05.1997,3562
12.05.1997,3575
13.05.1997,3595
14.05.1997,3573
15.05.1997,3562
16.05.1997,3604
20.05.1997,3543
21.05.1997,3596
22.05.1997,3579
23.05.1997,3602
26.05.1997,3657
27.05.1997,3674
28.05.1997,3636
30.05.1997,3547
02.06.1997,3605
03.06.1997,3625
04.06.1997,3661
05.06.1997,3673
06.06.1997,3695
09.06.1997,3667
10.06.1997,3665
11.06.1997,3677
12.06.1997,3707
13.06.1997,3744
16.06.1997,3765
17.06.1997,3741
18.06.1997,3730
19.06.1997,3749
20.06.1997,3788
23.06.1997,3754
24.06.1997,3755
25.06.1997,3798
26.06.1997,3805
27.06.1997,3795
30.06.1997,3785
01.07.1997,3819
02.07.1997,3854
03.07.1997,3887
04.07.1997,3942
07.07.1997,3972
08.07.1997,4006
09.07.1997,4055
10.07.1997,3992
11.07.1997,4040
14.07.1997,4124
15.07.1997,4121
16.07.1997,4201
17.07.1997,4227
18.07.1997,4196
21.07.1997,4108
22.07.1997,4230
23.07.1997,4406
24.07.1997,4335
25.07.1997,4317
28.07.1997,4371
29.07.1997,4381
30.07.1997,4421
31.07.1997,4438
01.08.1997,4408
04.08.1997,4296
05.08.1997,4302
06.08.1997,4335
07.08.1997,4414
08.08.1997,4354
11.08.1997,4333
12.08.1997,4363
13.08.1997,4278
14.08.1997,4231
15.08.1997,4152
18.08.1997,4078
19.08.1997,4169
20.08.1997,4223
21.08.1997,4253
22.08.1997,4086
25.08.1997,4071
26.08.1997,3959
27.08.1997,3995
28.08.1997,3973
29.08.1997,3906
01.09.1997,3989
02.09.1997,4047
03.09.1997,4103
04.09.1997,4071
05.09.1997,4100
08.09.1997,4068
09.09.1997,4094
10.09.1997,4050
11.09.1997,3972
12.09.1997,3854
15.09.1997,3820
16.09.1997,3898
17.09.1997,4010
18.09.1997,4000
19.09.1997,4032
22.09.1997,4088
23.09.1997,4098
24.09.1997,4102
25.09.1997,4148
26.09.1997,4080
29.09.1997,4104
30.09.1997,4167
01.10.1997,4196
02.10.1997,4273
06.10.1997,4302
07.10.1997,4307
08.10.1997,4347
09.10.1997,4243
10.10.1997,4188
13.10.1997,4231
14.10.1997,4202
15.10.1997,4193
16.10.1997,4118
17.10.1997,4061
20.10.1997,4040
21.10.1997,4139
22.10.1997,4171
23.10.1997,3977
24.10.1997,4050
27.10.1997,3879
28.10.1997,3567
29.10.1997,3791
30.10.1997,3727
31.10.1997,3726
03.11.1997,3854
04.11.1997,3812
05.11.1997,3866
06.11.1997,3823
07.11.1997,3699
10.11.1997,3752
11.11.1997,3731
12.11.1997,3659
13.11.1997,3704
14.11.1997,3730
17.11.1997,3794
18.11.1997,3833
19.11.1997,3834
20.11.1997,3915
21.11.1997,3959
24.11.1997,3830
25.11.1997,3849
26.11.1997,3916
27.11.1997,3953
28.11.1997,3949
01.12.1997,4068
02.12.1997,4072
03.12.1997,4082
04.12.1997,4139
05.12.1997,4170
08.12.1997,4223
09.12.1997,4184
10.12.1997,4117
11.12.1997,4030
12.12.1997,4082
15.12.1997,4060
16.12.1997,4083
17.12.1997,4158
18.12.1997,4166
19.12.1997,4084
22.12.1997,4043
23.12.1997,4121
29.12.1997,4197
30.12.1997,4249
02.01.1998,4315
05.01.1998,4384
06.01.1998,4352
07.01.1998,4391
08.01.1998,4347
09.01.1998,4236
12.01.1998,4087
13.01.1998,4159
14.01.1998,4190
15.01.1998,4148
16.01.1998,4184
19.01.1998,4284
20.01.1998,4307
21.01.1998,4282
22.01.1998,4220
23.01.1998,4237
26.01.1998,4224
27.01.1998,4278
28.01.1998,4391
29.01.1998,4419
30.01.1998,4440
02.02.1998,4522
03.02.1998,4532
04.02.1998,4486
05.02.1998,4548
06.02.1998,4496
09.02.1998,4563
10.02.1998,4523
11.02.1998,4588
12.02.1998,4536
13.02.1998,4502
16.02.1998,4520
17.02.1998,4602
18.02.1998,4628
19.02.1998,4582
20.02.1998,4602
23.02.1998,4657
24.02.1998,4599
25.02.1998,4635
26.02.1998,4692
27.02.1998,4709
02.03.1998,4736
03.03.1998,4757
04.03.1998,4709
05.03.1998,4623
06.03.1998,4715
09.03.1998,4780
10.03.1998,4834
11.03.1998,4832
12.03.1998,4839
13.03.1998,4889
16.03.1998,4883
17.03.1998,4946
18.03.1998,4919
19.03.1998,4936
20.03.1998,5001
23.03.1998,4971
24.03.1998,5028
25.03.1998,5096
26.03.1998,5039
27.03.1998,5083
30.03.1998,5009
31.03.1998,5102
01.04.1998,5154
02.04.1998,5176
03.04.1998,5223
06.04.1998,5271
07.04.1998,5357
08.04.1998,5269
09.04.1998,5317
14.04.1998,5374
15.04.1998,5388
16.04.1998,5324
17.04.1998,5268
20.04.1998,5442
21.04.1998,5388
22.04.1998,5360
23.04.1998,5251
24.04.1998,5144
27.04.1998,5088
28.04.1998,5018
29.04.1998,5108
30.04.1998,5107
04.05.1998,5314
05.05.1998,5232
06.05.1998,5229
07.05.1998,5186
08.05.1998,5257
11.05.1998,5341
12.05.1998,5297
13.05.1998,5376
14.05.1998,5361
15.05.1998,5393
18.05.1998,5342
19.05.1998,5388
20.05.1998,5510
22.05.1998,5564
25.05.1998,5575
26.05.1998,5644
27.05.1998,5490
28.05.1998,5481
29.05.1998,5569
02.06.1998,5582
03.06.1998,5613
04.06.1998,5592
05.06.1998,5688
08.06.1998,5779
09.06.1998,5760
10.06.1998,5754
12.06.1998,5670
15.06.1998,5527
16.06.1998,5591
17.06.1998,5709
18.06.1998,5718
19.06.1998,5702
22.06.1998,5654
23.06.1998,5718
24.06.1998,5779
25.06.1998,5866
26.06.1998,5870
29.06.1998,5915
30.06.1998,5897
01.07.1998,5906
02.07.1998,5904
03.07.1998,5953
06.07.1998,5918
07.07.1998,5960
08.07.1998,6013
09.07.1998,5996
10.07.1998,5982
13.07.1998,6019
14.07.1998,6095
15.07.1998,6108
16.07.1998,6094
17.07.1998,6147
20.07.1998,6171
21.07.1998,6165
22.07.1998,6110
23.07.1998,6058
24.07.1998,6035
27.07.1998,5885
28.07.1998,5889
29.07.1998,5853
30.07.1998,5880
31.07.1998,5873
03.08.1998,5758
04.08.1998,5756
05.08.1998,5632
06.08.1998,5517
07.08.1998,5581
10.08.1998,5476
11.08.1998,5268
12.08.1998,5402
13.08.1998,5356
14.08.1998,5447
17.08.1998,5456
18.08.1998,5568
19.08.1998,5596
20.08.1998,5488
21.08.1998,5163
24.08.1998,5234
25.08.1998,5371
26.08.1998,5231
27.08.1998,5060
28.08.1998,4993
31.08.1998,4833
01.09.1998,4791
02.09.1998,4970
03.09.1998,4812
04.09.1998,4820
07.09.1998,4923
08.09.1998,5103
09.09.1998,5040
10.09.1998,4747
11.09.1998,4737
14.09.1998,4896
15.09.1998,4831
16.09.1998,4857
17.09.1998,4669
18.09.1998,4598
21.09.1998,4433
22.09.1998,4575
23.09.1998,4699
24.09.1998,4646
25.09.1998,4561
28.09.1998,4653
29.09.1998,4578
30.09.1998,4474
01.10.1998,4226
02.10.1998,3962
05.10.1998,4034
06.10.1998,4156
07.10.1998,4087
08.10.1998,3896
09.10.1998,3983
12.10.1998,4225
13.10.1998,4274
14.10.1998,4318
15.10.1998,4399
16.10.1998,4489
19.10.1998,4458
20.10.1998,4595
21.10.1998,4523
22.10.1998,4454
23.10.1998,4451
26.10.1998,4577
27.10.1998,4682
28.10.1998,4536
29.10.1998,4549
30.10.1998,4671
02.11.1998,4761
03.11.1998,4705
04.11.1998,4841
05.11.1998,4811
06.11.1998,4836
09.11.1998,4768
10.11.1998,4662
11.11.1998,4717
12.11.1998,4639
13.11.1998,4639
16.11.1998,4783
17.11.1998,4702
18.11.1998,4698
19.11.1998,4795
20.11.1998,4911
23.11.1998,5019
24.11.1998,4958
25.11.1998,4944
26.11.1998,5051
27.11.1998,5121
30.11.1998,5022
01.12.1998,4781
02.12.1998,4691
03.12.1998,4787
04.12.1998,4775
07.12.1998,4713
08.12.1998,4699
09.12.1998,4663
10.12.1998,4642
11.12.1998,4536
14.12.1998,4522
15.12.1998,4574
16.12.1998,4663
17.12.1998,4723
18.12.1998,4629
21.12.1998,4780
22.12.1998,4825
23.12.1998,4951
28.12.1998,5044
29.12.1998,5031
30.12.1998,5002
04.01.1999,5252
05.01.1999,5253
06.01.1999,5443
07.01.1999,5323
08.01.1999,5392
11.01.1999,5270
12.01.1999,5200
13.01.1999,4931
14.01.1999,4912
15.01.1999,4960
18.01.1999,5050
19.01.1999,5073
20.01.1999,5143
21.01.1999,5156
22.01.1999,5019
25.01.1999,4982
26.01.1999,4986
27.01.1999,5061
28.01.1999,5096
29.01.1999,5159
01.02.1999,5190
02.02.1999,5166
03.02.1999,5085
04.02.1999,5077
05.02.1999,5080
08.02.1999,5027
09.02.1999,4904
10.02.1999,4796
11.02.1999,4839
12.02.1999,4888
15.02.1999,4879
16.02.1999,4904
17.02.1999,4810
18.02.1999,4845
19.02.1999,4802
22.02.1999,4845
23.02.1999,4987
24.02.1999,5062
25.02.1999,4958
26.02.1999,4911
01.03.1999,4784
02.03.1999,4804
03.03.1999,4697
04.03.1999,4678
05.03.1999,4839
08.03.1999,4788
09.03.1999,4758
